dog_name,birth_year,gender,breed,zipcode
PEANUT,2007,F,Cocker Spaniel,11377
NIKKI,2010,F,Beagle Crossbreed,10024
PEPPY,2009,F,Cocker Spaniel,11355
OLIVER,2007,M,Chihuahua,11367
BROOKLYN,2010,M,Unknown,11004
PRINCESS,2009,F,Maltese,10465
LADY,2009,F,Doberman Pinscher,10312
SHARKY,2010,M,Unknown,10023
BAXTER,2009,M,Cocker Spaniel,11238
BARON,2008,M,Unknown,11206
BAILEY,2008,F,Unknown,11229
HARLAN,2005,M,Unknown,11238
CONNIE,2009,F,Collie Crossbreed,11238
MUNCHKIN,2009,M,Shih Tzu,10306
COSMOS,2007,M,Belgian Malinois,11372
MISS,2008,F,Belgian Malinois,11372
LEO,2009,M,Pekingese,10022
JADE,2012,F,Labradoodle,10001
HERCULES,2011,M,Pekingese,11239
CARL,2010,M,Pug,11101
ALI,2011,F,"Poodle, Toy",10021
GIZMO,2010,M,Unknown,10305
JASPER,2005,M,Unknown,11105
PRINCE,2007,M,Shih Tzu,10039
KESHA,2006,M,Doberman Pinscher,11238
PEANUT,2006,F,Maltese,10308
ISIS,2000,F,American Staffordshire Terrier,11357
RUDY,2000,M,Unknown,11238
CODY,2001,M,Unknown,11234
MAX,2003,M,Chihuahua,10457
SASSY,2001,F,Shih Tzu,10451
WINSTON,2005,M,Unknown,10314
RALEIGH,2005,M,Labrador Retriever Crossbreed,10308
CASSIDY,2005,M,German Shepherd Dog,10466
EINSTEIN,2009,M,Shih Tzu,10025
MISSY,2012,F,Unknown,10314
MISS,2011,F,Havanese,10028
REMY,2009,M,Unknown,10065
BUMPERS,2011,F,Shih Tzu,10011
CASEY-PECK,2007,F,Shih Tzu,10011
LUCY,2013,F,"Bull Dog, English",10009
TAMMY,2014,F,Belgian Sheepdog,11214
LADY,2014,F,Cavalier King Charles Spaniel,11372
JOSIE,2014,F,German Shepherd Crossbreed,11232
GRADY,2009,M,Beagle,10032
MISSY,2010,F,German Shepherd Crossbreed,11234
RUFUS,2008,M,Poodle Crossbreed,10011
LULU,2008,F,Pug,10029
KUMO,2008,M,Jindo,11372
NIKKI,2016,F,Shih Tzu,10465
CUQUI,2006,M,Chihuahua,10040
LOBO,2014,F,"Poodle, Toy",11415
SPARKIE,2013,M,Poodle,11418
LUCKY,2014,M,Labrador Retriever,11423
BOOGZ,2014,F,Jack Russell Terrier,10011
MARY,2006,F,Chihuahua,11216
EMMA,2014,F,Chesapeake Bay Retriever,11692
DUKE,2007,M,Chihuahua,10029
LEXY,2012,F,Siberian Husky,10473
RUBY,2006,F,Silky Terrier,10303
GRACIE,2013,F,American Pit Bull Mix / Pit Bull Mix,11221
BAM,2011,M,Chihuahua,11229
ROCKY,2007,M,Chihuahua,10009
FENWAY,2012,M,"Poodle, Toy",11231
GUNTHER,2012,M,Unknown,10314
MINNIE,2005,F,Shih Tzu,10463
CHARLIE,2012,M,Unknown,11211
FIONA,2010,F,Chihuahua,10465
INDUS,2012,M,German Shepherd Dog,11374
PRINCESS,2011,F,Labrador Retriever,11364
SUPERMAN,2008,M,Shih Tzu,10039
PENNY,2009,F,Beagle,11228
MADISON,2009,F,Unknown,11223
CLYDE,2009,M,Miniature Pinscher,10014
PERLITA,2007,F,Chihuahua,10453
DARBY,2010,M,Unknown,10023
BUDDY,2009,M,Beagle,11374
BODE,2004,M,Unknown,10024
CHICO,2004,M,Bichon Frise,11201
BUDDY,2006,M,Golden Retriever,11104
BIG,2003,M,Unknown,10017
ROMEO,2006,M,Lhasa Apso,11206
DON,2005,M,American Pit Bull Terrier/Pit Bull,10029
BAXTER,2006,M,Dachshund Smooth Coat,10312
BITTY,2008,F,Unknown,11231
BRUNO,2008,M,Boxer,10314
JINGLES,2007,M,Jack Russell Terrier,11378
QUEENEY,2007,F,Yorkshire Terrier,11433
ARCHIE,2007,M,Unknown,11223
HARPER,2004,F,Boston Terrier,10023
GABRIELLE,2005,F,Boxer,10306
SCHUYLER,2005,M,Boston Terrier,10025
MYA,2005,F,Unknown,10028
GIGI,2003,F,Chihuahua,11355
PARK,2004,M,Labrador Retriever,10461
SAILOR,2004,F,Golden Retriever,10306
LEXIE,2004,F,"Schnauzer, Standard",10469
ELVIS,2004,M,Silky Terrier,10307
KENNY,2002,M,Unknown,11109
PISCO,2006,M,Chihuahua,11226
KATIE,2005,F,Wheaton Terrier,10314
MAXX,2015,M,Boston Terrier,10009
LEXA,2010,F,"Poodle, Toy",10022
SIMBA,2014,M,Pomeranian,10461
GRETA,2013,F,Whippet,10014
LUK,2015,M,Labrador Retriever,11201
MURRAY,2003,M,German Shepherd Dog,10307
HOPE,2015,F,Pomeranian,10021
PAULY,2006,M,Beagle Crossbreed,11216
LUNA,2016,F,American Pit Bull Terrier/Pit Bull,11207
HUGO,2014,M,French Bulldog,10306
ATHENA,2010,F,Terrier Crossbreed,11207
SCOUT,2012,F,Poodle Crossbreed,10011
WALLY,2006,M,Chihuahua,10029
PRINCESS,2015,F,Chihuahua,10463
ZOEY,2016,F,Boston Terrier,11239
LUNA,2013,F,Labrador Retriever Crossbreed,10309
COAL,2015,M,Bull Terrier,10010
BUTCH,2013,M,Boston Terrier,10009
SPLURGE,2010,M,Shih Tzu Crossbreed,11206
MIA,2008,F,Unknown,10465
PRINCESS,2005,F,Bichon Frise,11220
MAX,2007,M,Shih Tzu,11229
KATIE,2007,F,Chihuahua,11215
BIJOU,2007,M,Maltese,11102
SPENCE,2004,M,Yorkshire Terrier,11385
ROSIE,2003,F,Unknown,10025
MAYA,2003,F,Unknown,10128
HOLLY,2004,F,West High White Terrier,10314
SANDY,2003,F,Unknown,11694
ENZO,2009,M,Italian Greyhound,10001
LEELA,2008,F,Shih Tzu,10454
MINDY,2005,F,Unknown,10455
RUBY,2009,F,Yorkshire Terrier,10065
LAYLA,2011,F,Labrador Retriever Crossbreed,10012
MONTY,2010,M,Staffordshire Bull Terrier,10002
ROGER,2010,M,"Bull Dog, English",11105
KHLOE,2011,F,American Pit Bull Mix / Pit Bull Mix,10307
ROSE,2011,F,Boston Terrier,11375
BELLA,2011,F,Jack Russell Terrier,11433
OLLIE,2011,F,"Bull Dog, French",11201
DUECE,2010,M,Unknown,10463
SHORTY,2007,M,Cavalier King Charles Spaniel,10461
OCTAVIA,2007,F,Unknown,10301
RUSTY,2010,M,American Pit Bull Mix / Pit Bull Mix,11206
OLIVIA,2010,F,Cairn Terrier,11360
BUGZY,2013,M,American Pit Bull Mix / Pit Bull Mix,10314
ALBERT,2015,M,Unknown,10023
CAV,2013,M,Cocker Spaniel,10011
GEMMA,2014,F,Boxer,10465
FLUFFY,2014,F,Chow Chow,11420
COCO,2006,F,Lhasa Apso,11208
SOPHIE,2014,F,"Dachshund, Long Haired",11365
BUDDY,2004,M,Yorkshire Terrier,10305
MIKIE,2012,M,Unknown,11209
TIGGER,2011,F,American Staffordshire Terrier,10034
CARMELA,2004,F,American Pit Bull Mix / Pit Bull Mix,11379
RUBY,2014,F,Labradoodle,10025
LOLA,2012,F,Yorkshire Terrier,11426
ROCKY,2010,M,Yorkshire Terrier,11411
MUSCLES,2009,M,Miniature Pinscher,11369
MILES,2014,M,"Bull Dog, French",10036
PENELOPE,2013,F,Cavalier King Charles Spaniel,10023
BLOSSOM,2010,F,Shih Tzu,10029
DAISY,2010,F,Maltese,11226
KING,2006,M,Maltese,11368
SHEBA,1999,F,Unknown,11204
VICTORY,2002,M,Maltese,10025
PASQUALE,2001,M,Chihuahua,10014
SEBASTIAN,2008,M,Unknown,10451
LOLA,2015,F,German Shepherd Crossbreed,11214
HILDA,2011,F,Poodle,11358
CZAR,2013,M,Cane Corso,10463
FREDDY,2008,M,Yorkshire Terrier,11103
THEODORE,2013,M,Labradoodle,10022
CESAR,2012,M,American Pit Bull Terrier/Pit Bull,11218
MOOKIE,2015,F,"Schnauzer, Standard",10024
FROST,2013,M,Siberian Husky,10466
AKIRA,2005,F,Shiba Inu,10031
SASHATEITELMAN,2004,F,Yorkshire Terrier,10016
ROCCO,2016,M,French Bulldog,10019
MAX,2015,M,German Shepherd Dog,11413
ZUKO,2014,M,Labrador Retriever Crossbreed,11216
HARLEY,2015,F,French Bulldog,11229
BUDDY,2007,M,Yorkshire Terrier,10128
DIEGO,2007,M,Puggle,11426
MINNIE,2004,F,Silky Terrier,11228
CESAR,2007,M,German Shepherd Dog,11235
MAX,2011,M,Chihuahua,10457
SPANKY,2011,M,Unknown,11235
POPPY,2007,M,Chihuahua,10036
LUCKY,2014,M,Field Spaniel,11216
INDIE,2012,F,Cairn Terrier,10021
LUKE,2015,M,Chihuahua Crossbreed,10454
WINSTON,2015,M,Vizsla,11201
JULIET,2016,F,Yorkshire Terrier,10465
HARLEY,2015,M,American Pit Bull Mix / Pit Bull Mix,10312
MAGGIE,2015,F,Labrador Retriever Crossbreed,11209
W.,2007,F,Border Collie,10128
LUCKY,2012,F,Siberian Husky,10454
WILLIE,2001,M,Schipperkee,10013
STELLA,2006,F,Dachshund Smooth Coat,10028
BUDDY,2008,M,Beagle,10312
COCO-LOSO,2011,M,Chihuahua,11208
MAMBA,2009,F,Boxer,10312
COCO,2010,F,"Poodle, Standard",10024
BON-,2007,M,Shih Tzu,10460
BORIS,2005,M,Unknown,11423
SHILOH,2005,M,Unknown,10310
NOODLES,2005,F,Shih Tzu,11215
APOLO,2015,M,Doberman Pinscher,11218
WILEY,2012,M,Siberian Husky,10023
BOOMER,2012,F,Yorkshire Terrier,11214
LARRY,2013,M,Dachshund Smooth Coat Miniature,11222
JR,2009,M,English Toy Spaniel,10009
BUTTERFLY,2016,F,Papillon,10016
CODY,2014,M,Golden Retriever,11375
AVA,2015,F,Yorkshire Terrier,10312
IZZY,2013,F,Cavalier King Charles Spaniel,10011
ELEANOR,2015,F,Labrador Retriever,10031
MILLIE,2015,F,Goldendoodle,11201
CLEAPATRA,2015,F,Pomeranian,11435
HERSHEY,2004,M,Poodle,11221
STELLA,2009,F,Puggle,10023
BLITZ,2015,F,Border Collie,11234
SCRUFFY,2012,M,Shih Tzu,11217
WILLOW,2012,F,Siberian Husky,10024
MACI,2015,F,Cavalier King Charles Spaniel,11228
CHARLIE,2015,M,Maltese,10009
WESLEY,2004,M,Unknown,10021
TUZIK,2000,M,Maltese,11235
GOOBERS,1999,M,Cocker Spaniel,10021
SAGE,2005,M,Unknown,10301
DREAMER,2003,M,Cocker Spaniel,11224
AUGIE,2007,M,German Shepherd Dog,11238
PIP,2007,F,Bichon Frise,10021
TRUFFLES,2016,M,Yorkshire Terrier,10463
SCOUT,2015,M,Australian Cattledog,10009
OLIVER/,2015,M,Shih Tzu Crossbreed,11228
KNUCKLES,2012,M,American Pit Bull Mix / Pit Bull Mix,10027
POPCORN,2014,F,French Bulldog,10038
HINDLEY,2012,M,Unknown,11105
AURORA,2014,F,Yorkshire Terrier,10475
HERCULES,2008,M,Chihuahua,10459
COAL,2012,M,Unknown,10009
CALLIE,2010,F,Labrador Retriever Crossbreed,10306
TOBY,2003,M,Maltese,11354
HALO,2003,F,Pug,11238
PRINCESS,2004,F,Shih Tzu,10451
REX,2006,M,Jack Russell Terrier,10034
CHASE,2011,M,"Bull Dog, French",10312
JETER,2011,F,"Poodle, Toy",10075
ANGIE,2010,F,Labrador Retriever Crossbreed,11432
LADY,2008,F,Yorkshire Terrier,10463
HENRY,2015,M,"Poodle, Miniature",11365
MISSY,2008,F,American Pit Bull Mix / Pit Bull Mix,10459
HARLEY,2015,F,Border Collie,10022
ARGOS,2013,M,Labradoodle,10016
SAMANTHA,2008,F,German Shepherd Crossbreed,11201
DIDDY,2007,M,"Poodle, Miniature",11206
YODA,2015,M,Shih Tzu,10454
PHOENIX,2014,F,American Pit Bull Mix / Pit Bull Mix,11226
AUGIE,2011,M,Unknown,10128
SCUBA,2011,M,Unknown,11207
SIR,2008,M,Yorkshire Terrier,10463
COCOBELLA,2006,F,Yorkshire Terrier,11385
PATCHES,2014,M,Rat Terrier,11235
BLUE,2014,M,American Pit Bull Terrier/Pit Bull,10466
CHICO,2007,M,Chihuahua,10010
DIESEL,2009,M,Unknown,11218
BELL,2009,F,Yorkshire Terrier,11375
JEREMY,2012,M,"Schnauzer, Miniature",11369
PENNY,2013,F,Yorkshire Terrier,10314
FLOYD,2015,M,American Pit Bull Mix / Pit Bull Mix,11223
SCOOBY,2008,M,German Shepherd Dog,11249
TEDDY,2007,M,Yorkshire Terrier,10463
BEAR,2006,M,Yorkshire Terrier,10460
REDFORD,2013,M,German Shepherd Crossbreed,11215
CRYSTAL,2015,F,Shih Tzu Crossbreed,10032
SOPHIE,2015,F,Labradoodle,10011
COCOA,2010,M,American Pit Bull Mix / Pit Bull Mix,10304
TYSON,2015,M,American Pit Bull Mix / Pit Bull Mix,11212
SWEETIE,2008,F,Pomeranian,10019
ROCCO,2015,M,American Staffordshire Terrier,11104
BUDDY,2014,M,Unknown,10128
MIRANDA,2013,F,Boston Terrier,11211
ZEUS,2015,M,German Shepherd Crossbreed,11205
REMY,2012,M,Anatolian Shepherd Dog,11231
MADDOX,2016,F,Boston Terrier,11217
BEAR,2015,M,Maltese Crossbreed,10304
SHADOW,2015,F,Morkie,10304
LILI,2006,F,"Poodle, Toy",11102
JUNIOR,2013,M,Cavalier King Charles Spaniel,10036
JOY,2013,F,Shih Tzu,10467
BELLA,2005,F,Shih Tzu,10308
SEBASTIAN,2013,M,Shih Tzu,11370
DOLPHUS,2008,M,German Shepherd Dog,10025
MAX,2012,M,Shih Tzu,10461
MOOEY,2010,M,Chihuahua,10455
DUSTY,2006,M,Pug,10025
CLIFFORD,2006,M,Bichon Frise,10467
JUDY,2008,F,Miniature Pinscher,11226
CJ,2012,M,"Poodle, Toy",10028
BUDDY,2006,M,West High White Terrier,10308
CHAMP,2004,M,American Staffordshire Terrier,10473
ECKO,2003,M,Siberian Husky,10303
AUSTIN,2006,M,Dachshund Smooth Coat,11374
ELIOT,2006,M,Dachshund Smooth Coat,11374
MOJO,2007,F,Labrador Retriever Crossbreed,10467
YA,2003,F,Unknown,10039
SANDY,2014,F,Wheaton Terrier,10314
ESHA,2013,F,Pug,10301
BAFFI,2013,M,"Schnauzer, Miniature",11104
TIKO,2009,M,Maltese Crossbreed,11432
BATMAN,2010,M,Unknown,11436
TEDDY,2012,M,Shih Tzu,11238
WOLFGANG,2012,M,Unknown,10461
RILEY,2014,M,American Pit Bull Terrier/Pit Bull,10463
MAXINE,2015,F,Labrador Retriever,10314
CLYDE,2002,M,Unknown,10002
SHADOW,2007,M,Lhasa Apso,10306
SHADOW,2007,M,Dachshund Smooth Coat,11219
SOPHIE,2007,F,Unknown,11360
KEIKO,2008,M,Unknown,11105
SAGE,2007,F,Unknown,10314
BELLA,2008,F,American Pit Bull Terrier/Pit Bull,11377
PRINCESS,2001,F,Shih Tzu,11225
J,2010,F,Chihuahua,10035
LOVO,2008,M,Yorkshire Terrier,10036
ALICE,2014,F,Labrador Retriever,10465
DAISY,2015,F,German Shepherd Crossbreed,10036
SASHA,2003,F,Rottweiler Crossbreed,11412
SERGEANT,2015,M,Pug,11230
CHINA,2011,F,Shih Tzu,10019
LINK,2015,M,Shiba Inu,11354
NEO,2015,M,Yorkshire Terrier,11385
WINNIE,2008,M,Maltese,11223
DALLAS,2016,M,Cocker Spaniel,10009
KEEVA,2015,F,Dalmatian,10010
WINSLOW,2015,F,Goldendoodle,10011
PUFF,2013,M,Shih Tzu,10036
PIXY,2016,F,Terrier Crossbreed,10029
DAISY,2016,F,Labradoodle,10029
FERNANDO,2009,M,Havanese,11377
BAMBI,2009,M,Chihuahua,11365
SAMSON,2011,M,Rottweiler,10303
CHULO,2011,M,Unknown,11212
TINA,2005,F,Chihuahua,11205
BUSTER,2004,M,Unknown,10308
PAX,2006,M,Yorkshire Terrier,10009
BENTLEY,2005,M,Unknown,11361
SALSA,2004,F,Havanese,10024
LULU,2013,F,Maltese,10075
NINA,2008,F,Shih Tzu,10308
ROCCO,2007,M,Shih Tzu,10308
WALLACE,2009,M,Wheaton Terrier,10025
SHALOM,2009,M,Unknown,10454
NANO,2013,M,English Cocker Spaniel,10019
FEMI,2014,M,Shih Tzu,11692
MILO,2014,M,Boxer,10306
ELLIOT,2012,M,Whippet,11692
ABBY,2013,F,West High White Terrier,10029
RUPERT,2007,M,Yorkshire Terrier,10034
PAULIE,2010,F,German Shepherd Crossbreed,11238
BAMBI,2008,F,American Pit Bull Mix / Pit Bull Mix,10034
MORTY,2011,M,Chihuahua,10010
CASH,2015,M,English Setter,10026
MISO,2016,M,Chihuahua,10001
PANDA,2015,F,Australian Cattle Dog,11101
YURI,2012,M,Labrador Retriever,10032
CHAMPS,2009,M,Havanese,10028
STORM,2008,F,Labrador Retriever Crossbreed,10465
JIRO,2009,M,German Shepherd Dog,10027
SUKA,2006,F,American Pit Bull Mix / Pit Bull Mix,10075
TITA,2011,F,"Poodle, Standard",11105
WINNE,2006,F,Unknown,11357
PUMKIN,2006,F,West High White Terrier,10314
DAVE,2005,M,Beagle,10025
MAXIMUS,2002,M,German Shepherd Crossbreed,10032
JUNEBUG,2014,F,Labrador Retriever,10009
BAMBI,2006,F,Jack Russell Terrier,11364
KAILANI,2013,F,Siberian Husky,10029
BUG,2003,M,Pug,10022
ELLA,2013,F,Unknown,10465
LET,2010,M,Maltese,10465
PEANUT,2014,M,Golden Retriever,11358
BRUTUS,2012,M,Doberman Pinscher,10033
GAIA,2011,F,Unknown,10002
NASH,2013,M,Terrier mix,11220
TOBY,2016,F,Chesapeake Bay Retriever,10012
CUERVO,2015,M,Labrador Retriever,10314
DELILAH,2009,F,Cavalier King Charles Spaniel,10021
LALA,2015,F,Yorkshire Terrier,11432
SPIKE,2015,M,Yorkshire Terrier,10451
MARLON,2013,M,Shih Tzu,11208
FREE,2000,F,American Pit Bull Terrier/Pit Bull,11208
BREEZIE,2015,F,Black and Tan Coonhound,10028
SKYE,2016,M,Chihuahua Crossbreed,10128
GOBLIN,2014,M,Chihuahua Crossbreed,11238
GORDON,2015,M,Bulldog,10013
AMIE,2000,F,Poodle,11414
ZEUS,2011,M,Yorkshire Terrier,10034
MOLLIE,2016,F,Shih Tzu,11229
BROOKLYN,2013,F,Poodle,11229
BOBBI,2015,F,Boxer,11372
PETEY,2013,M,American Pit Bull Terrier/Pit Bull,10301
MORRIS,2013,M,Chihuahua,11377
PRINCESS,2016,F,Yorkshire Terrier,10001
ELYSE,2016,F,Boston Terrier,11226
PEPPER,2015,F,Black and Tan Coonhound,11226
SCOOBY,2006,M,Yorkshire Terrier,10462
JACK,2014,M,Chinese Shar-Pei,10458
NIKKO,2007,M,Shih Tzu,10308
NYLA,2004,F,Yorkshire Terrier,10473
CODY,2011,M,"Poodle, Standard",10029
PRECIOUS,2005,F,Jack Russell Terrier,11206
JASPER,2007,F,"Poodle, Miniature",10012
CHELSIA,2006,F,Unknown,10312
GENA,2007,F,Unknown,11226
KANE,2010,M,Akita,10309
REX,2010,M,Pomeranian,10466
ZOOKIE,2009,M,Yorkshire Terrier,10462
RUSSELL,2009,M,American Pit Bull Terrier/Pit Bull,10025
FLUKEY,2008,M,Shih Tzu,11235
DEXTER,2008,M,Jack Russell Terrier,10014
BALTO,2006,M,Puggle,11379
CHOMPER,2004,F,Unknown,11215
PALOMA,2003,F,"Schnauzer, Miniature",10011
SOFIE,2005,F,Japanese Chin/Spaniel,10312
BROWNY,2002,M,Unknown,10473
JUNIOR,2005,M,Bichon Frise,10469
JOJO,2003,M,"Poodle, Miniature",10021
DUNJA,2009,F,German Shepherd Crossbreed,10025
JESSE,2011,M,"Poodle, Miniature",10025
GRACIE,2010,F,Chihuahua Crossbreed,10466
JAZZY,2008,M,Pug,10301
BROGAN,2012,M,Beagle,10030
JOJO,2011,F,Unknown,10014
LAILA,2012,F,Boxer,10306
HUDSON,2010,M,Cocker Spaniel,10023
POTATO,2011,M,American Pit Bull Terrier/Pit Bull,10069
ROCCO,2004,M,American Pit Bull Mix / Pit Bull Mix,10026
SONNY,2001,M,Yorkshire Terrier,11226
SPIKE,2011,M,Yorkshire Terrier,10312
JELLY,2011,M,Shih Tzu Crossbreed,10004
PEPSI,2015,F,Terrier Crossbreed,11229
RUFFLES,2010,F,Pomeranian,10019
SUNDANCE,2006,M,Labrador Retriever,10128
LEO,2016,M,French Bulldog,10011
DIOR,2016,F,Cocker Spaniel,11231
PHOEBE,2015,F,Chihuahua,10128
BISHOP,2016,F,Cocker Spaniel,11238
OREO,2014,M,Shih Tzu,10455
NICOLAS,2014,M,Chihuahua,10029
SAMMY,2013,M,Dachshund,11361
ROMEO,2014,M,Unknown,11101
FINNEGAN,2009,M,Greyhound,10023
ANDROMEDA,2012,F,Dachshund Smooth Coat Miniature,10028
LUCY,2003,F,Pug,10022
HAZEL,2007,F,American Pit Bull Terrier/Pit Bull,10304
BROOKLYN,2008,F,American Pit Bull Terrier/Pit Bull,11230
BASIL,2006,M,Maltese,11432
CHARLIE,2006,M,Cavalier King Charles Spaniel,11364
KAYLIE,2009,F,German Shepherd Crossbreed,10467
MOLLY,2006,F,Unknown,11357
TESSA,2005,F,Unknown,10014
ATREYU,2007,M,American Pit Bull Terrier/Pit Bull,11203
ALI,2007,F,Unknown,10012
RILEY,2008,M,Unknown,11360
SOPHIE,2000,F,Unknown,10011
CLINTON,2001,M,Shih Tzu,10455
BONSI,2000,M,Maltese,11106
FLUFFY,2004,M,Pomeranian,10312
SEQUOIA,2015,F,Great Dane,10036
BIZCOCHO,2016,M,Shih Tzu,11207
GINGER,2015,F,Shih Tzu,11691
GUY,2015,M,Pointer,10033
CLARK,2015,M,Old English Sheepdog,10023
MORSE,2015,M,Pug,10314
PASCAL,2016,M,Chihuahua Crossbreed,10012
PEPPER,2015,F,Black and Tan Coonhound,10028
LEO,2016,M,Yorkshire Terrier,10461
ROCCO,2006,M,Shih Tzu,11436
ARTHUR,2010,M,Chihuahua,10036
BEIJING,2010,M,Shih Tzu Crossbreed,11210
ANCHOR,2016,F,American Bully,10306
MORA,2016,F,Boston Terrier,10023
BENJI,2015,M,Yorkshire Terrier,11236
EZRA,2016,F,Boston Terrier,11217
SOPHIE,2006,F,Unknown,11423
BUTTERCUP,2007,F,"Bull Dog, English",10314
MATTEO,2008,M,Havanese,11101
LUCKY,2007,M,Unknown,11364
HARMONY,2006,F,Havanese,10009
MONEY,2006,F,Unknown,10304
PRECIOUS,2003,F,Shih Tzu,10011
PENNY,2009,F,Unknown,11697
LOUIE,2010,M,West High White Terrier,10025
NAYLA,2008,F,Unknown,11105
JADA,2007,F,American Staffordshire Terrier,10314
WILLIAM,2007,M,"Poodle, Toy",10038
SELTZER,2002,M,Labrador Retriever,10128
SPARKO,2010,M,Yorkshire Terrier,10452
TINO,1999,M,German Shepherd Crossbreed,10303
CODY,2012,M,Unknown,11236
PRINCE,2013,M,"Poodle, Toy",11226
MIDNIGHT,2013,M,Shih Tzu,10473
FIDI,2013,M,"Poodle, Standard",10038
COOKIE,2010,F,Pekingese,10040
AXEL,2014,M,"Schnauzer, Miniature",11364
SONA,2015,F,"Schnauzer, Miniature",10001
CHLOE,2014,F,Yorkshire Terrier,10466
REILLY,2014,F,Golden Retriever,10013
RIKI,2012,M,Shiba Inu,11373
ZOE,2009,F,Maltese,10314
KELLY,2010,F,Jack Russell Terrier,11236
RUBY,2006,F,Unknown,11201
COCO,2004,F,Chihuahua,11419
AVA,2009,F,Shih Tzu,10314
SASCHA,2007,F,Puggle,10471
KEATON,2006,M,Unknown,10031
MILL,2008,F,Siberian Husky,10301
ZOE,2006,F,Beagle Crossbreed,10471
TUCKER,2015,M,Cavalier King Charles Spaniel,11201
TOBBY,2016,M,Yorkshire Terrier,11222
LAILA,2013,F,Shih Tzu,11233
RYLEE,2016,F,Morkie,11358
DAISY,2015,F,Morkie,10019
MINA,2016,F,Yorkshire Terrier Crossbreed,11229
TRUCK,2004,M,"Dachshund, Long Haired Miniature",10002
TOTO,2016,M,Maltipoo,11235
ROCKY,2015,M,Shih Tzu,10035
OPAL,2014,F,Unknown,11238
BAILEY,2016,M,Maltipoo,10451
LOBY,2013,M,Shih Tzu,11230
BELA,2007,F,Labrador Retriever Crossbreed,10021
GINGER,2013,F,American Staffordshire Terrier,10461
ROSCOE,2014,M,Jack Russell Terrier,10461
JASMINE,2005,F,Unknown,11209
REESE,2005,F,Golden Retriever,10028
SPENCER,2008,M,Boston Terrier,10471
OSO,2009,M,Unknown,11362
BETTY,2007,F,Chihuahua,10017
DOBBY,2014,M,Poodle,11209
BRIE,2012,F,West High White Terrier,10010
RUBY,2013,F,Labrador Retriever,10280
VICKY,2016,F,German Shepherd Dog,11226
PRINCESS,2015,F,French Bulldog,10029
LADY,2010,F,Collie Crossbreed,11375
HUDSON,2013,M,Collie Crossbreed,10023
DARTAGNAN,2013,M,Yorkshire Terrier,10065
PARXE,2016,M,American Pit Bull Terrier/Pit Bull,10032
HUDSON,2016,M,Golden Retriever,11215
GRIFFEY,2013,M,Cairn Terrier,10463
CHARLIE,2007,F,Shiba Inu,10009
BENNY,2007,M,Yorkshire Terrier,10452
TIGER,2014,M,French Bulldog,11206
TORY,2012,M,Maltese,11214
JACK,2011,M,Unknown,11363
BONGO,2003,M,Dalmatian,10034
LOLA,2007,F,Labrador Retriever Crossbreed,11215
WHISKEY,2007,M,Unknown,10022
POOCHINI,2009,M,Shih Tzu,10065
CHLOE,2008,F,Unknown,11363
MAVERICK,2010,M,American Pit Bull Mix / Pit Bull Mix,11356
SOPHIE,2007,F,Yorkshire Terrier,11220
BECKY,2006,F,Unknown,11234
JAKE,2003,M,Cavalier King Charles Spaniel,11414
KODA,2014,F,Samoyed,11375
JAX,2013,M,Dalmatian,11417
FORDY,2011,F,American Pit Bull Mix / Pit Bull Mix,10034
LASSIE,2008,F,"Collie, Border",11215
MAX,2009,M,Shih Tzu,11106
BOBO,2011,M,Unknown,11368
COOCOO,2005,M,Shih Tzu,10310
LILY,2013,F,Labrador Retriever,10028
SHADOW,2015,F,Australian Cattledog,11377
CHEETOS,2016,M,Yorkshire Terrier,11215
BONES,2015,M,Border Collie,11206
THEO,2015,M,Havanese,10016
DEXTER,2015,M,"Schnauzer, Miniature",10023
LEA,2009,F,Golden Retriever,10009
LOLITO,2012,M,American Bully,11220
SHELLY,2013,F,American Pit Bull Terrier/Pit Bull,10467
HAZEL,2014,F,American Pit Bull Terrier/Pit Bull,10472
YOKO,2015,F,American Bully,10465
TOBY,2015,M,Shiba Inu,10457
MASKA,2016,M,"Mastiff, Old English",10069
JEDI,2015,M,Siberian Husky,11219
ROSIE,2006,F,Boston Terrier,10029
KOKO,2015,M,Yorkshire Terrier Crossbreed,11415
NATASHA,2015,F,"Poodle, Miniature",11206
ROXIE,2014,F,Collie,10009
ZEUS,2008,M,Great Dane,10301
MILO2,2014,M,Australian Shepherd,10010
BLUE,2015,M,American Pit Bull Terrier/Pit Bull,11238
YODA,2010,M,Unknown,11374
BRUNO,2012,F,Unknown,10309
RUBY,2008,F,Unknown,10009
MOPS,2007,F,Pug,10024
SHERMAN,2004,M,Unknown,10014
FRANKIE,2010,F,Unknown,11354
BELLA,2006,F,Beagle Crossbreed,11377
MINNIE,2016,F,"Poodle, Miniature",11220
LULU,2015,F,Chihuahua Crossbreed,11694
DAISY,2014,F,Labrador Retriever,10028
TEX,2013,M,Chihuahua,11102
LUCY,2015,F,Terrier mix,10034
WOTAN,2014,M,Poodle,10027
TWEETY,2013,F,Shih Tzu Crossbreed,11209
DIESEL,2015,M,American Bully,10002
ZEB,2015,M,Yorkshire Terrier Crossbreed,10001
ROVER,2014,M,Shih Tzu,11215
CHEWY,2014,M,Shih Tzu,11370
PEPITA,2014,F,Australian Shepherd,10027
DAISY,2002,F,Unknown,10034
NICOLAS,2007,M,Maltese,10016
