dog_name,birth_year,gender,breed,zipcode
CHARLIE,2013,M,Poodle,11220
TINA,2016,F,"Poodle, Standard",10128
LEXIE,2016,F,Yorkshire Terrier Crossbreed,10030
SUSHI,2010,M,West High White Terrier,10036
BENTLEY,2016,M,Yorkshire Terrier,11233
GINGER,2004,F,Pembroke Welsh Corgi Crossbreed,10001
SASHA,2014,F,Maltipoo,10304
ROMEO,2015,M,American Pit Bull Mix / Pit Bull Mix,10303
FENDI,2013,M,Shih Tzu,10468
MAX,2007,M,Labrador Retriever Crossbreed,10032
HENNESSEY,2013,M,American Pit Bull Terrier/Pit Bull,10453
FIZ,2015,F,Terrier Crossbreed,11215
JASPER,2012,M,American Pit Bull Terrier/Pit Bull,10453
VALIANT,2015,M,Great Dane,11223
MOJO,2016,M,French Bulldog,10460
TINKER,2010,M,Labrador Retriever Crossbreed,10301
BENJAMIN,2016,M,Maltese,11432
MOCHI,2009,M,French Bulldog,10014
BAILEY,2016,F,Havanese,10010
OLIVER,2015,M,American Pit Bull Mix / Pit Bull Mix,10455
ROCCO,2016,M,"Bull Dog, English",10025
ROCSI,2016,F,"Bull Dog, English",11211
LILY,2009,F,Cocker Spaniel,11432
COOKIE,2015,M,Yorkshire Terrier,11234
COCO,2012,F,Bichon Frise,11206
LUCY,2009,F,"Poodle, Miniature",10025
MISTY,2016,F,Yorkshire Terrier,11385
BELLA,2016,F,American Pit Bull Terrier/Pit Bull,10301
FIASCO,2011,M,Havanese,10016
BECKY,2016,F,Yorkshire Terrier,11233
FLASH,2016,M,Shih Tzu Crossbreed,11205
PENELOPE,2006,F,Maltese,10023
MAX,2016,M,"Schnauzer, Miniature Crossbreed",11217
PRINCE,2016,M,Yorkshire Terrier,10029
RUFUS,2016,M,Havanese,11217
TINKER,2010,F,Australian Shepherd,11211
PEQUENA,2008,F,Terrier mix,11105
ROCKY,2012,M,Bichon Frise Crossbreed,10023
TATIANA,2016,F,"Poodle, Toy",11354
RIO,2015,F,Whippet,10471
LUCAS,2016,M,American Pit Bull Terrier/Pit Bull,11103
FREYJA,2016,F,Unknown,11203
DAISY,2007,F,Miniature Schnauzer,11235
PEPPI,2015,M,Rat Terrier,11373
SAGE,2016,M,Cardigan Welsh Corgi,11377
SAVANAH,2014,F,Labrador Retriever,10029
LATTE,2008,F,Havanese,10022
DUKE,2005,M,Yorkshire Terrier,11205
GARRET,2015,M,Cairn Terrier,11208
MISHMISH,2013,M,Rat Terrier,11201
LUCKY,2009,M,Chihuahua,10038
SKITTLE,2009,F,"Poodle, Standard",11223
AUSTEN,2008,M,Bichon Frise,10025
STELLA,2017,F,Australian Cattle Dog,10128
ZOLA,2016,F,Shetland Sheepdog,10128
EMBER,2016,F,Siberian Husky Crossbreed,11218
DORMOUSE,2016,M,Maltese,10029
PRINCESS,2016,F,Shih Tzu Crossbreed,11228
ANUBIS,2016,M,Shih Tzu Crossbreed,10456
EDDIE,2016,M,American Pit Bull Mix / Pit Bull Mix,11375
ZEUS,2016,M,Pomeranian,11219
VARGAS,2016,M,Maltese,10453
ARLO,2016,M,"Poodle, Toy",10044
CHIQUITA,2010,F,Chihuahua,10472
EDDIE,2012,M,Shih Tzu,11434
GIGI,2015,F,Boxer Crossbreed,11101
ALFIE,2012,M,Pekingese,10038
PIERCE,2017,M,Pomeranian,10028
FREDDY,2016,M,American Pit Bull Terrier/Pit Bull,11414
GENIE,2016,F,Beagle Crossbreed,11358
COSI,2006,M,Cocker Spaniel Crossbreed,10023
MILES,2013,M,American Pit Bull Terrier/Pit Bull,10002
ISAAC,2017,M,Yorkshire Terrier,11234
AMERICA,2016,F,Cavalier King Charles Spaniel,11694
BACI,2016,M,Yorkshire Terrier,10309
OLLIE,2009,M,Goldendoodle,10013
BARKLEY,2014,M,Lhasa Apso,10455
MONTY,2015,M,Jack Russell Terrier,10010
CHARLIE,2013,M,Coton de Tulear,10024
CEDAR,2016,F,Australian Shepherd,11225
LUCY,2016,F,Poodle,11379
NIKO,2016,M,Miniature Schnauzer,11372
SADIE,2016,F,Miniature Schnauzer,11358
MOLLY,2008,F,Beagle,11385
CHARLEMAGNE,2015,F,American Pit Bull Terrier/Pit Bull,11211
CHANEL,2017,F,Maltese Crossbreed,10027
LEO,2016,M,Yorkshire Terrier,10002
MAGGI,2015,F,Japanese Chin/Spaniel,11216
ELLIE,2005,F,Chihuahua,10025
ZEUS,2015,M,American Pit Bull Terrier/Pit Bull,11428
BENTLEY,2015,M,Bullmastiff,11001
RODRIGUEZ,2016,F,Chihuahua,11226
CHAOS,2016,M,French Bulldog,11364
RUFUS,2012,M,Bull Terrier,10304
BRENTON,2016,M,Labrador Retriever,11372
NICO,2008,M,Yorkshire Terrier,10029
KING,2016,M,American Pit Bull Mix / Pit Bull Mix,11226
NOT,2016,F,Miniature Schnauzer,11375
CHARLIE,2016,M,Golden Retriever,10314
LEIRA,2016,F,Yorkshire Terrier,10475
SAVA,2016,M,Chihuahua,10023
SABLE,2016,M,Bichon Frise Crossbreed,10019
OREO,2016,M,Maltese,11365
MOLLY,2002,F,Shih Tzu,11222
ABBY,2016,F,German Shepherd Dog,11104
CHYNA,2017,F,American Pit Bull Mix / Pit Bull Mix,10453
OAKLEY,2016,M,Terrier Crossbreed,11101
BUTTONS,2016,F,Rat Terrier,10455
SHADOW,2012,M,Labrador Retriever Crossbreed,10023
NELLIE,2016,F,Labrador Retriever,11201
LUCKY,2011,M,Miniature Schnauzer,11236
GEORGE,2016,M,German Shepherd Crossbreed,11385
SCOOBY,2016,M,Maltipoo,11368
BELLA,2016,F,Bichon Frise Crossbreed,11375
PIPER,2013,F,Shiba Inu,10280
CAPTAIN,2013,M,Terrier mix,11375
LEXI,2016,F,Shih Tzu,11239
GEORGE,2016,M,Maltese,11375
PEREZ,2016,F,Maltese,11103
NANOOK,2007,M,Shih Tzu,10021
DELILAH,2010,F,American Pit Bull Terrier/Pit Bull,11229
MARCY,2016,F,American Pit Bull Terrier/Pit Bull,11414
MILA,2007,F,German Shorthaired Pointer,11231
BANE,2013,M,American Pit Bull Mix / Pit Bull Mix,10473
BELLA,2016,F,Yorkshire Terrier,11695
PRINCE,2016,M,American Pit Bull Terrier/Pit Bull,11370
SAWYER,2016,M,Pug,11201
ZOEY,2015,F,Chihuahua,10472
MILO,2016,M,Chihuahua,11219
WINNIE,2016,F,Chihuahua,10023
CASH,2016,M,Yorkshire Terrier,10026
SKITTLES,2017,F,Labrador Retriever,11212
SONAR,2008,M,Shih Tzu,10473
OLIVER,2015,M,"Schnauzer, Miniature Crossbreed",11385
MAX,2016,M,Labrador Retriever Crossbreed,11364
HATTIE,2015,F,Goldendoodle,10025
LONDON,2015,F,Maltese,11428
MUGSY,2014,M,German Shepherd Crossbreed,11215
POOPSIE,2012,F,Shih Tzu Crossbreed,11418
LADY,2016,F,Cocker Spaniel,10037
HOMEGIRL,2014,F,Rat Terrier Crossbreed,10006
SUKI,2015,F,Pomeranian,10031
ESTELLA,2014,F,"Poodle, Standard",10011
BATMAN,2014,M,American Pit Bull Mix / Pit Bull Mix,11224
CHARLIE,2017,M,Shih Tzu,11224
ANGEL,2016,F,Bichon Frise,11433
JAMISON,2017,M,Yorkshire Terrier,10025
BLUE,2015,M,American Bully,10452
MELA,2015,F,Goldendoodle,11385
HERSHEL,2016,M,Miniature Schnauzer,10461
JORDY,2016,M,German Shepherd Dog,11204
ERNEST,2014,M,Miniature Pinscher,10009
MIA,2016,F,Havanese,11379
OAKLEY,2016,F,"Poodle, Toy",11229
CUTIE,2016,F,Pomeranian,11207
CAPONE,2012,M,American Bully,10472
COCO,2016,F,Dachshund,10031
MUNIZ,2017,F,Maltese Crossbreed,10304
LUCY,2016,F,Toy Fox Terrier,11208
SHLAFMAN,2016,M,Yorkshire Terrier,11367
HAPPY,2002,F,Miniature Pinscher,11105
BUSTELO,2015,M,Terrier mix,11238
ZION,2016,M,French Bulldog,11104
SYRUP,2012,F,American Pit Bull Mix / Pit Bull Mix,10031
FENDI,2016,F,Yorkshire Terrier,11201
BUDDY,2016,M,Golden Retriever,10308
DANIELS,2017,M,Shih Tzu,11229
MIA,2016,F,American Pit Bull Mix / Pit Bull Mix,11204
TEDDY,2016,M,Shih Tzu,10306
EDWARDS,2016,F,Yorkshire Terrier,11206
CHINO,2010,M,West High White Terrier,10462
AKI,2016,M,Maltipoo,10022
ROSIE,2016,F,Cocker Spaniel Crossbreed,11229
JET,2016,M,Golden Retriever,11218
BLUE,2016,M,American Bully,10456
KULESZA,2017,F,Havanese,11222
NORBERT,2016,M,West Highland White Terrier,11237
NANI,2016,F,French Bulldog,11414
LUCY,2016,F,"Poodle, Miniature",11229
STELLA,2016,F,Weimaraner,11216
FLUFFY,2004,F,Shiba Inu,10312
CHICO,1999,M,Unknown,10016
BELLA,2012,F,Rhodesian Ridgeback,10463
THEO,2016,M,Miniature American Shepherd,11102
CHANEL,2016,F,Yorkshire Terrier,11221
MIKO,2016,M,Poodle,10472
BABA,2011,M,"Bull Dog, English",10473
BELLA,2016,F,American Pit Bull Terrier/Pit Bull,10452
MICKEY,2003,M,Yorkshire Terrier,10069
DAKOTA,2016,F,Cavalier King Charles Spaniel,10069
NOVA,2016,F,Dachshund,11735
BABE,2016,M,Havanese,11365
OREO,2017,M,Chihuahua,11208
PRINCESS,2016,F,Pomeranian Crossbreed,11369
RASCAL,2015,M,Yorkshire Terrier Crossbreed,10304
LEIA,2016,F,Siberian Husky,10465
COCO,2012,F,American Pit Bull Mix / Pit Bull Mix,10460
MINDY,2010,F,Border Collie,11378
BISCUIT,2017,M,Chihuahua,11208
LOLA,2016,F,Yorkshire Terrier,11213
JACK,2017,F,Shih Tzu,11419
BROOKLYN,2012,M,Beagle Crossbreed,11105
COCOA,2016,F,French Bulldog,11414
LILY,2012,F,Wirehaired Pointing Griffon,10012
SAMUEL,2015,M,Cavalier King Charles Spaniel,11223
CUBA,2013,M,Havanese,10467
BLOSSOM,2014,F,Shih Tzu Crossbreed,11221
KINGSLEY,2016,M,Labrador Retriever,10128
ELEKTRA,2016,F,Bulldog,10029
NALA,2014,F,American Pit Bull Mix / Pit Bull Mix,10462
KIMBER,2016,F,Labrador Retriever,11379
TUCKER,2017,M,Golden Retriever,10010
SERAFINA,2014,F,Xoloitzcuintli,10038
MAX,2015,M,"Coonhound, Black and Tan",11208
FANCY,2015,F,American Eskimo dog,11224
BLONDIE,2014,F,Chihuahua Crossbreed,10003
COCO,2007,F,Unknown,10019
LUCA,2016,M,Chihuahua Crossbreed,11217
BAMBI,2016,F,Shih Tzu,10302
YOSHI,2015,M,Shih Tzu,10302
TED,2013,M,Shiba Inu Crossbreed,11372
COOPER,2016,M,Yorkshire Terrier Crossbreed,11207
MURPHY,2016,M,Havanese,10312
NAPOLEAN,2014,M,Jack Russell Terrier,10038
NANI,2016,F,Staffordshire Bull Terrier,10460
HACHIE,2016,M,Shiba Inu,10462
OAKLEY,2017,M,Beagle Crossbreed,10011
HARLEY,2016,M,Shih Tzu,11236
BUDDY,2017,M,Yorkshire Terrier,10303
KENJI,2016,M,Shiba Inu,11435
TEDDY,2010,M,Yorkshire Terrier,11385
LILAC,2014,F,"Dachshund, Long Haired",10128
KIP,2016,M,Labrador Retriever,10027
HOWIE,2010,M,Boston Terrier,10009
PELUSA,2016,F,Maltese,10460
CAPTAIN,2016,M,Norwich Terrier,10011
GORDO,2017,M,Shih Tzu,10024
KORA,2012,F,Silky Terrier,10003
PRINCE,2010,M,American Pit Bull Terrier/Pit Bull,10456
SHERAH,2016,F,Boxer Crossbreed,11234
YOSHI,2010,M,Shih Tzu,10453
RUSTY,2016,M,Shih Tzu Crossbreed,11365
HUDSON,2016,M,Labrador Retriever,11228
GUILLERMO,2008,M,Chihuahua Crossbreed,10019
JAY,2016,M,Maltese Crossbreed,10473
ELVIE,2014,F,Chihuahua Crossbreed,10029
CASH,2016,M,Cocker Spaniel,10453
LEGACY,2011,M,Shih Tzu Crossbreed,11216
CASSIDY,2014,M,Shih Tzu Crossbreed,10027
COCO,2016,M,Italian Greyhound,11230
BENJI,2016,M,Jack Russell Terrier,11355
MILO,2012,M,Morkie,11206
CLYDE,2009,M,American Pit Bull Mix / Pit Bull Mix,10009
PASHA,2016,F,Chihuahua Crossbreed,11218
COCO,2016,F,Yorkshire Terrier Crossbreed,11377
HERSHEY,2016,F,Shih Tzu,11356
BELLION,2016,M,"Shar-Pei, Chinese",10472
SUSU,2015,F,American Pit Bull Terrier/Pit Bull,11217
BAILEY,2014,F,Cocker Spaniel Crossbreed,10280
BEAKER,2016,M,Chihuahua Crossbreed,10025
IGGY,2016,M,Terrier Crossbreed,11109
RADISH,2016,M,American Pit Bull Mix / Pit Bull Mix,11418
ABIR,2013,M,Shiba Inu,10036
ANNABELLE,1999,F,Shih Tzu,10128
HARRY,2014,M,Australian Shepherd,10075
QUINCY,2004,M,Shih Tzu,11215
SOPHIE,2013,F,Boston Terrier,10009
ROCCO,2015,M,Pug Crossbreed,10461
JEFFERSON,2016,M,"Coonhound, Blue Tick",10026
WILEY,2016,M,Beagle Crossbreed,10014
CLARE,2008,F,Beagle Crossbreed,11226
PEPPER,2015,F,Beagle,10314
JASPER,2015,M,Poodle,11209
SNOWBALL,2017,M,Shih Tzu,10029
WIGGY,2011,M,Bichon Frise Crossbreed,10003
PEPPI,2016,M,Maltese,11214
BERKELEY,2016,M,Labrador Retriever,10464
LIZZIE,2001,F,Shih Tzu,10128
MANNA,2014,F,Maltese Crossbreed,10467
POTATO,2016,M,Maltese,10036
RAMBO,2012,M,French Bulldog,11374
WINSTON,2008,M,Bassett Hound,10009
MINNIE,2006,F,German Shepherd Crossbreed,10014
JACK,2013,M,American Pit Bull Terrier/Pit Bull,10456
SNOWFLAKE,2015,F,Chihuahua Crossbreed,11239
ROCKIE,2005,M,Maltese,11206
MISSY,2015,F,Labrador Retriever Crossbreed,11208
CANDY,2013,F,Shih Tzu,11226
ONIX,2016,M,American Pit Bull Mix / Pit Bull Mix,10456
PENNY,2016,F,Dachshund Smooth Coat Miniature,10022
THERIOT,2017,M,Yorkshire Terrier,10032
SMOKE,2008,M,Unknown,11212
PARIS,2005,M,Bichon Frise,11203
MUGI,2014,M,Havanese,10011
KAYLEE,2015,F,Yorkshire Terrier,11236
MOJITO,2007,M,Havanese,10016
MOSSIMO,2017,M,Australian Cattledog,11233
GRACIE,2016,F,Cavalier King Charles Spaniel,10023
SHORTBREAD,2016,M,Boxer Crossbreed,11378
JAKE,2016,M,Golden Retriever,11201
BLU,2013,M,American Pit Bull Terrier/Pit Bull,11236
BAILEY,2009,M,Golden Retriever,11358
SAGE,2017,F,German Shepherd Crossbreed,11222
ASHER,2016,M,Siberian Husky Crossbreed,11418
OSO,2014,M,Rottweiler Crossbreed,11208
WALLY,2005,M,Cocker Spaniel,10013
SAUL,2009,M,Scottish Terrier,11101
PRETZEL,2017,F,Beagle,10019
MIA,2014,F,Shih Tzu,10467
SUSHI,2016,F,Poodle,10453
CINNAMON,2016,F,American Pit Bull Mix / Pit Bull Mix,11236
MILO,2010,M,Yorkshire Terrier,10011
DAISY,2012,F,"Collie, Border",11366
SAMMY,2015,M,Yorkshire Terrier,10028
HUGO,2015,M,Siberian Husky Crossbreed,10019
LEXI,2017,F,Shih Tzu,10029
MINUTO,2016,M,Chihuahua,11694
COOKIE,2016,F,Yorkshire Terrier Crossbreed,10040
ROCKY,2008,M,Miniature Schnauzer,10025
MIA,2013,F,Shih Tzu,10467
MARIGOLD,2013,F,Jack Russell Terrier,10036
TROOPER,2016,M,Labrador Retriever,10031
CINDY,2015,F,Shih Tzu Crossbreed,11421
TUX,2015,M,Boston Terrier,11374
BOOMER,2006,M,"Poodle, Miniature",10001
MINUTO,2017,M,Maltese Crossbreed,11694
RAMBO,2016,M,Boston Terrier,10019
WRIGLEY,2008,M,Puggle,10024
BAILEY,2016,M,Shiba Inu,11201
BOBBY,2005,M,Yorkshire Terrier,10038
CHESTER,2016,M,Shih Tzu Crossbreed,11103
LYLAH,2016,F,Puggle,10457
GRETCHEN,2001,F,Dachshund Smooth Coat,11362
LEXII,2017,F,Jack Russell Terrier,11212
GLORIA,2016,F,German Shepherd Crossbreed,10305
GOLDIE,2016,F,"Dachshund, Long Haired Miniature",10022
BRATHWAITE,2016,F,Yorkshire Terrier,11413
BORGOGNONE,2017,F,Shih Tzu,10306
JUDY,2016,F,American Pit Bull Mix / Pit Bull Mix,10026
ZOE,2016,F,Poodle Crossbreed,11109
MAYA,2015,F,Shih Tzu,11224
ARI,2016,M,American Pit Bull Mix / Pit Bull Mix,10009
OLIVER,2016,M,Yorkshire Terrier,10028
BARNEY,2004,M,Shih Tzu,11375
SASHA,2016,F,Unknown,11207
MAVERICK,2013,M,Dachshund,10024
SMOKEY,2012,M,Labrador Retriever,11379
WICKER,2016,M,American Pit Bull Mix / Pit Bull Mix,10463
SHYLA,2016,F,Yorkshire Terrier,10465
GOLDA,2011,F,Chihuahua,11220
ZEUS,2014,M,Pomeranian,10475
COOKIE,2016,M,Cocker Spaniel,11356
DAISY,2016,F,Black and Tan Coonhound,11214
SOL,2016,M,"Poodle, Toy",11104
STEVIE,2007,F,Chihuahua,11211
HARPER,2012,F,Bulldog,10016
KALA,2016,F,German Shepherd Crossbreed,10029
JOHNNY,2011,M,Shih Tzu Crossbreed,10033
DANTE,2016,M,German Shepherd Dog,10312
DAISY,2011,F,American Pit Bull Mix / Pit Bull Mix,11204
LUNA,2016,F,"Poodle, Toy",11104
FRANKIE,2011,M,American Pit Bull Terrier/Pit Bull,11216
LEON,2014,M,Yorkshire Terrier,10459
OLIVER,2016,M,Miniature Schnauzer,10035
MAGGY,2013,F,Bichon Frise Crossbreed,11377
SAMMY,2016,M,Belgian Malinois,10035
TRIXIE,2003,F,Chihuahua,10010
SIJI,2013,M,"Poodle, Miniature",10023
RASCAL,2008,M,Jack Russell Terrier,10016
HONEY,2008,F,Pomeranian,11230
DOLCE,2010,F,Cairn Terrier,10301
DOETEE,2015,F,Harrier,10025
PEPPER,2017,M,Labrador Retriever,11216
JACK,2011,M,Chihuahua,10012
BUDDY,2017,M,Shih Tzu,10454
RICKY,2016,M,Yorkshire Terrier,11204
OZZIE,2016,M,Poodle Crossbreed,10003
LUCKY,2015,M,Pomeranian,10310
GIZMO,2012,M,Yorkshire Terrier,11435
KING,2016,F,Labrador Retriever,11238
SKYE,2016,F,Beagle,11385
SNUGGLES,2013,F,Yorkshire Terrier,11233
BUDDY,2015,M,Shih Tzu,10029
ELLA,2015,F,Norwich Terrier,11201
STELLA,2016,F,Dutch Shepherd,10003
SASA,2014,F,Miniature Schnauzer,10314
SAINT,2015,M,American Staffordshire Terrier,10302
BAILEY,2016,M,Belgian Malinois,10001
TEDDY,2010,M,Shih Tzu Crossbreed,10036
DOC,2007,M,St. Bernard,10023
JAKE,2005,M,Labrador Retriever,10023
SCOUT,2014,F,Goldendoodle,10024
LUDWIG,2006,M,Miniature Schnauzer,11373
MAX,2010,M,Dachshund,10454
SEAMUS,2017,M,West Highland White Terrier,10028
DALLAS,2013,M,Weimaraner,11206
JAYCE,2016,M,Maltese,11422
RUBI,2014,F,American Pit Bull Mix / Pit Bull Mix,11226
MOCHI,2016,M,Miniature American Shepherd,10013
MORKIE,2016,F,Morkie,10014
SALEM,2016,F,Unknown,11418
GIGI,2016,F,Yorkshire Terrier,11421
BENTLEY,2016,M,Cane Corso,10314
SILAS,2009,M,Cavalier King Charles Spaniel,10024
FLICKER,2017,M,Basenji,10032
LULU,2015,F,Chihuahua,11373
BEAN,2016,M,"Jindo Dog, Korea",11105
LUNA,2016,F,Chihuahua Crossbreed,10021
EDGAR,2016,M,Cocker Spaniel Crossbreed,10303
CARTER,2016,M,Maltese Crossbreed,10011
MALCOLM,2016,M,Pomeranian Crossbreed,10001
HONEY,2016,F,Labrador Retriever,11231
SHEENA,2015,F,Golden Retriever,11436
DAISY,2017,F,Yorkshire Terrier Crossbreed,10458
SHADOW,2010,M,Australian Shepherd,10036
KALI,2005,F,Jack Russell Terrier,11236
PEANUT,2016,M,Yorkshire Terrier,10021
LEOPOLD,2008,M,Dachshund Smooth Coat Miniature,10002
NALA,2016,F,Australian Shepherd,10023
CUJO,2016,M,Chihuahua,11104
GRAN,2008,M,Alaskan Malamute,11693
PIERRE,2011,M,Papillon,10012
REINA,2014,F,Shih Tzu Crossbreed,10469
NYAH,2015,F,American Pit Bull Terrier/Pit Bull,10308
ZEUS,2011,M,German Shepherd Dog,11226
BARON,2016,M,Pomeranian,11235
PINKIE,2012,F,American Staffordshire Terrier,10003
REGGIE,2016,M,Shiba Inu,11225
FRED,2015,M,Pomeranian Crossbreed,10012
FANG,2016,F,Shih Tzu,10021
LUCKY,2016,M,Cavalier King Charles Spaniel,10013
RUBY,2017,F,Labradoodle,11249
HONEY,2016,F,Puggle,11210
BRONTY,2016,M,Pointer,10023
MILA,2017,F,German Shepherd Dog,11372
BLUE,2013,M,Shih Tzu,10031
BRUNO,2009,M,Bulldog,11209
WHEATEN,2016,M,Wheaton Terrier,10075
HANDSOME,2014,M,"Bull Dog, English",11205
RUBY,2009,F,French Bulldog,11238
TEDDY,2010,M,Australian Shepherd,10036
DIZE,2014,M,"Bull Dog, American",11207
PRINCESS,2008,F,Chihuahua,11208
ZIGGY,2008,M,Chihuahua,11236
MANGO,2016,M,Border Collie,11368
PIXEL,2016,F,Chihuahua,10025
FREYA,2017,F,Pembroke Welsh Corgi,11101
LUCAS,2014,M,"Poodle, Standard",10456
BENTLEY,2016,M,Yorkshire Terrier,11355
UNO,2012,M,Yorkshire Terrier,11236
OLIVER,2002,M,Pomeranian,10012
STELLA,2013,F,American Eskimo dog,10075
MARSHALL,2016,M,Rottweiler,11206
JESSANDO,2014,M,German Shepherd Crossbreed,10465
PENNY,2017,F,Australian Shepherd,11249
OSCAR,2016,M,Maltese Crossbreed,11205
MAL-SHIH,2016,M,Maltese Crossbreed,11372
CORGI,2016,F,"Welsh Corgi, Pembroke",10038
OERO,2006,M,Shih Tzu,11236
NOT,2016,M,Puggle,11208
MOLLY,2012,F,Beagle Crossbreed,10009
MOE,2010,M,Yorkshire Terrier,11372
NELSON,2013,M,"Poodle, Miniature",10016
SNOBALL,2003,M,Maltese,11236
ICE,2016,M,American Pit Bull Terrier/Pit Bull,10314
ZOEY,2016,F,Havanese,10453
RICO,2013,M,Chihuahua,11223
PEANUT,2016,F,Pekingese,10031
ABBEY,2017,F,Airedale Terrier,10306
CAPPUCCINO,2013,M,Labrador Retriever Crossbreed,10314
GENESIS,2016,F,Scottish Terrier,11212
ROCCO,2016,M,Goldendoodle,10028
JJ,2016,F,Miniature Schnauzer,10305
GEORGE,1999,M,Pekingese,10309
RICKY,2013,M,"Poodle, Standard",10003
KUSH,2015,M,Jack Russell Terrier,10029
BLONDIE,2013,F,Pomeranian,11203
LUNA,2015,F,Siberian Husky,11206
BIJOU,2009,F,Yorkshire Terrier Crossbreed,11236
MR,2016,M,"Shar-Pei, Chinese",11208
PRINCESS,2014,F,Chihuahua,10029
TOBY,2013,M,Boston Terrier,10038
TEHYA,2015,F,Australian Shepherd,10025
PATCHES,2012,M,Staffordshire Bull Terrier,10473
VERSACE,2017,M,Morkie,10452
ZSA,2016,F,Shih Tzu,10029
LEVI,2016,M,Labrador Retriever,10011
LEGEND,2016,M,Yorkshire Terrier,11239
DIGGY,2002,M,American Pit Bull Terrier/Pit Bull,11412
DOMINO,2016,M,Shih Tzu Crossbreed,10469
ASTOR,2016,M,"Poodle, Toy",10029
ZEUS,2016,M,American Pit Bull Terrier/Pit Bull,11226
TERESA,2013,F,Staffordshire Bull Terrier,10025
MARCY,2014,F,Shih Tzu,11224
CHARLIE,2014,F,German Shepherd Crossbreed,11215
JAX,2014,M,Chihuahua,10003
BENJI,2016,M,Golden Retriever,11370
MAX,2010,M,Cairn Terrier,10307
MAX,2015,M,Jack Russell Terrier,10035
ROCKY,2016,M,Boxer,10009
WINTER,2016,F,American Pit Bull Mix / Pit Bull Mix,10451
REMY,2013,F,American Staffordshire Terrier,10302
THOMAS,2015,M,Labrador Retriever,11373
NYISHA,2015,F,Border Collie,11422
SABLE,2016,F,Bull Terrier,10305
LOGAN,2016,M,"Welsh Corgi, Cardigan",11210
NYMERIA,2017,F,Siberian Husky Crossbreed,11235
OLLIE,2013,M,Shih Tzu,10038
FAYRSS,2016,M,Labrador Retriever Crossbreed,10461
IGGY,2007,M,Beagle,11218
MAX,2006,M,Silky Terrier,10038
HAHA,2016,M,Siberian Husky,11355
MICKEY,2016,M,Goldendoodle,10023
GRACE,2014,F,Yorkshire Terrier,10023
ANNABETH,2016,F,Shiba Inu Crossbreed,11207
LULU,2005,F,Yorkshire Terrier,11206
ROSCO,2008,M,American Pit Bull Mix / Pit Bull Mix,11234
BUDDY,2012,M,Beagle,10033
SNOWFLAKE,2016,M,Lhasa Apso,10035
CAINE,2014,M,German Shepherd Crossbreed,11364
RUBY,2003,F,Beagle,10038
LUCKY,1999,F,Unknown,10003
REIGN,2015,F,American Staffordshire Terrier,10302
LASSIE,2016,F,Collie,11355
WHIT,2016,M,Jindo,11222
SCOTTIE,2004,M,Yorkshire Terrier,11217
MISHA,2006,F,German Shepherd Dog,10280
MEISIAH,2015,M,American Staffordshire Terrier,10302
PATCHEY,2014,M,American Bully,11226
PRISCILLA,2011,F,Chihuahua Crossbreed,11366
NOT,2016,M,Maltipoo,11237
IZO,2010,M,Shih Tzu,10019
DUNCAN,2016,M,Miniature Pinscher,11208
SHIRLEY,2015,F,Poodle,11231
BLUE,2010,M,Siberian Husky,11206
GRETA,2016,F,Miniature Schnauzer,10040
MIKEY,2012,M,Terrier mix,10038
PRINCESS,2011,F,Chihuahua,10025
BUCKLEY,2005,M,Beagle,11218
DARCY,2010,F,American Pit Bull Mix / Pit Bull Mix,11416
FRESH,2012,M,American Pit Bull Mix / Pit Bull Mix,10467
SADIE,2016,F,Rhodesian Ridgeback,11105
VALYRIA,2016,F,American Pit Bull Mix / Pit Bull Mix,11219
GIZMO,2012,M,American Staffordshire Terrier,11375
LUA,2016,F,Chihuahua Crossbreed,11238
PASHA,2014,M,Boston Terrier,11219
ROVER,2007,M,Rottweiler,10460
MAX,2014,M,Siberian Husky,11206
ROSAY,2017,M,American Pit Bull Terrier/Pit Bull,11412
SOPHIE,2015,F,Yorkshire Terrier,11212
SADIE,2011,F,Beagle,11102
DUKE,2016,M,Chihuahua,10312
GOOBER,2016,M,Papillon,10314
MILO,2014,M,American Staffordshire Terrier,10473
HIRO,2010,M,Shiba Inu,11373
JAY,2010,M,Tibetan Terrier,11236
PEPI,2015,F,American Pit Bull Mix / Pit Bull Mix,11203
YOGI,2016,M,German Shepherd Dog,11435
AHJNAY,2017,F,Shih Tzu,10035
HASHBROWN,2014,M,Beagle Crossbreed,10025
MIA,2017,F,Shih Tzu Crossbreed,10452
DAPPER,2017,M,Maltese,10314
CHANEL,2016,F,American Pit Bull Terrier/Pit Bull,10459
TIBERIUS,2016,M,Labrador Retriever,10036
CHANCE,2008,M,Yorkshire Terrier,10023
TIGGY,2006,F,Yorkshire Terrier,11206
SUED,2017,M,Maltese,10021
MURPHY,2014,M,Labrador Retriever,10069
COCO,2012,F,Pomeranian,10455
ZIGGY,2016,M,Maltipoo,10011
GARITA,2017,M,Maltese,11214
NELLY,2016,F,Labrador Retriever Crossbreed,10002
JADA,2015,F,American English Coonhound,11231
CLAUDE,2016,M,Basset Hound,11225
GRUNT,2015,M,"Poodle, Miniature",10023
OLIVE,2014,F,Shih Tzu,10038
COOKIE,2016,F,Chihuahua Crossbreed,11213
LUNA,2017,F,Shih Tzu,10462
JACKSON,2014,M,Yorkshire Terrier,11209
SALAS,2017,M,Maltese,11211
